DIAS_COMPRANDO,DEVOLUCIONES,TRX_TV,TRX_TF,VALOR_TOTAL,CONTRI,TRX_CON_TR,TRX_CON_EFX,TRX_CON_OTB,FREC_DIARIA,GENERO,EDAD,SEGMENTO,TIENE_TR,SEGMENTO_RFM,NUM_CATEGORIAS,TRX_BLANDOS,TRX_HOME,TRX_PROPIAS,TRX_TERCERAS,TRX_ANTES_5PM,TRX_DESPUES_5PM,TRX_DSCTO,TRX_LUN_JUE,TRX_VIE_DOM,TRX_NAVIDAD,TRX_MAMA,TRX_PAPA,TRX_CYBERS,TRX_DDS,TRX_BTS,TRX_LIQ01,TRX_LIQ02,TRX_CUPONES,UNID_PROD,FR_TIENDA_FAVORITA,TIENDA_FAVORITA,DESV_TICKET,CATEGORIA_FAVORITA,CONTACTABILIDAD,CONSENTIMIENTO,PERIODO_RETENCION,CHURN,valor_total_discreto,devoluciones_discreto,Retencion_range,freq_trx_retencion,prom_valor_por_trx,prom_valor_retencion,var,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_CYBERS+TRX_BTS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ01,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_BTS,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_DDS,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_BTS,dummy_usan_dscto,discr_trx_dscto,discr_valor_total,discr_contri,sin_tda,devolvio,afiliado,trans_log,ticket_prom_log,suma_compras_log,consentimiento_nulo,edad_nulo,genero_nulo
1,0,0.0,1.0,16.864407,3.64,0.0,1.0,0.0,182.0,M,58.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,MINKA,0.0,DEPORTES,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,16.86,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,None,-50-0,0,0,1,0.6934,2.883,0.6934,1,0,0
1,0,0.0,1.0,96.440674,28.94,0.0,0.0,1.0,277.0,M,100.0,PABLOMART,NO,R5. NO FIEL,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,PIURA II,0.0,BELLEZA,NO,NO,0.0,0.0,low_int,no_dev,<27,0.0,96.44,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,<50,-50-0,0,0,1,0.6934,4.58,0.6934,1,0,0
1,0,0.0,1.0,84.57627,51.1,0.0,1.0,0.0,320.0,F,59.0,PABLOMART,NO,R5. NO FIEL,1,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,JOCKEY PLAZA,0.0,INFANTIL,NO,NO,0.0,0.0,low_int,no_dev,<27,0.0,84.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,<50,0-50,0,0,1,0.6934,4.45,0.0,1,0,0
3,1,0.0,1.3330000000000002,312.28815,184.5,0.0,0.3333,0.6665,86.3,F,71.0,PABLOMART,NO,R3. HABITUAL,3,2.0,0.3333,0.0,2.0,0.0,1.3330000000000002,0.0,0.6665,0.6665,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.6665,2.0,0.0,SIN TDA,70.7,DECOHOGAR,NO,NO,259.0,0.0,alto,muy bajo,243-270,0.01544,78.06,0.3015,0.4019,0.6665,0.3333,0.6665,0.3333,0.3333,0.6665,0.3333,0.6665,0.3333,0.3333,0.0,0.6665,0.6665,0.3333,1.0,0.3333,0,0,200-250,100-150,1,1,1,1.3869999999999998,4.6560000000000015,1.3869999999999998,1,0,0
4,1,0.0,1.2,1122.161,418.0,0.8,0.0,0.0,59.5,F,56.0,PABLOMART,SI,R2. PREMIUM,3,3.0,0.0,0.4,2.2,0.4,0.8,0.8,0.2,1.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,1.0,2.8,0.0,SIN TDA,259.0,MUJER,SI,NO,238.0,0.0,muy_alto,muy bajo,216-243,0.0252,187.0,0.7856,0.943,0.2,0.2,0.6,0.6,0.2,0.2,0.6,1.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,1.0,1,0-1,650-900,250-350,1,1,1,1.7919999999999998,5.417999999999998,1.7919999999999998,1,0,0
1,0,0.0,1.0,67.62711999999999,25.23,0.0,0.0,1.0,204.0,,,PABLOMART,NO,R5. NO FIEL,1,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,JOCKEY PLAZA,0.0,HOMBRE,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,67.6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,<50,-50-0,0,0,0,0.6934,4.23,0.6934,1,1,1
6,0,0.0,1.0,547.4915,309.0,0.0,1.0,0.0,43.5,F,46.0,PABLOMART,NO,R3. HABITUAL,4,2.166,0.0,0.5,1.6669999999999998,0.5,0.5,0.5,0.1666,0.8335,0.0,0.0,0.1666,0.5,0.1666,0.0,0.0,0.0,0.6665,2.166,6.0,AREQUIPA,20.86,MUJER,NO,NO,261.0,0.0,alto,no_dev,243-270,0.023,91.25,0.3496,0.3496,0.6665,0.5,0.6665,0.5,0.6665,0.6665,0.6665,0.8335,0.6665,0.5,0.5,0.8335,0.6665,0.5,0.8335,0.6665,1,0-1,350-450,200-250,0,0,1,1.946,4.523,1.7919999999999998,1,0,0
1,0,0.0,1.0,126.27119,52.06,0.0,1.0,0.0,257.0,M,44.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PIURA II,0.0,MUJER,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,126.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,50-100,0-50,0,0,1,0.6934,4.848,0.6934,1,0,0
1,0,0.5,0.5,634.7458,89.2,0.5,0.5,0.0,0.0,M,61.0,PABLOMART,SI,R2. PREMIUM,2,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,SIN TDA,0.0,DECOHOGAR,SI,SI,0.0,0.0,alto,no_dev,<27,0.0,317.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0-1,450-550,0-50,1,0,1,1.099,5.76,1.099,0,0,0
1,0,0.0,1.0,286.44067,182.4,0.0,1.0,0.0,150.0,M,84.0,,NO,R3. HABITUAL,1,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,HOMBRE,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,286.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,200-250,100-150,1,0,1,0.6934,5.66,0.6934,1,0,0
1,0,0.0,1.0,93.05084,25.92,0.0,1.0,0.0,31.0,F,54.0,PABLOMART,NO,R4. OCASIONAL,1,4.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,SIN TDA,0.0,INFANTIL,NO,NO,0.0,0.0,low_int,no_dev,<27,0.0,93.06,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,<50,-50-0,1,0,1,0.6934,4.543,0.6934,1,0,0
1,0,0.0,1.0,370.339,111.2,0.0,0.0,1.0,130.0,F,54.0,PABLOMART,NO,R3. HABITUAL,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,JOCKEY PLAZA,0.0,BELLEZA,SI,SI,0.0,0.0,alto,no_dev,<27,0.0,370.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,250-350,50-100,0,0,1,0.6934,5.917999999999998,0.6934,0,0,0
8,0,0.0,1.0,1158.5677,267.8,0.5,0.4,0.0,40.12,F,47.0,PABLOMART,NO,R2. PREMIUM,7,1.6,0.1,0.4,0.6,0.6,0.4,0.3,0.4,0.6,0.3,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.2,1.7,10.0,JULIACA,102.56,CALZADO,SI,NO,321.0,1.0,muy_alto,no_dev,297-324,0.031160000000000007,115.9,0.3608,0.3608,0.4,0.5,0.4,0.5,0.2,0.5,0.1,0.3,0.4,0.5,0.2,0.4,0.6,0.4,0.6,0.3,1,0-1,650-900,200-250,0,0,1,2.398,4.76,2.197,1,0,0
1,0,0.0,1.0,16.906778,-0.34,0.0,1.0,0.0,238.0,M,56.0,PABLOMART,SI,R5. NO FIEL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SIN TDA,0.0,HOMBRE,SI,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,16.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,None,-400--50,1,0,1,0.6934,2.885,0.6934,1,0,0
1,0,0.0,1.0,101.18644,52.97,0.0,1.0,0.0,77.0,F,57.0,,NO,R3. HABITUAL,1,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,HOMBRE,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,101.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0-1,50-100,0-50,1,0,1,0.6934,4.625,0.6934,1,0,0
23,1,0.0,1.015,6466.0435,1033.0,0.9287,0.0,0.04285,11.7,F,69.0,SILVER,SI,R1. ELITE,9,1.886,0.02856,0.643,1.028,0.01428,1.0,0.2428,0.8857,0.1285,0.02856,0.1571,0.1857,0.0857,0.0,0.1428,0.2856,0.11426,0.943,1.9,35.0,PUCALLPA,44.47,HOMBRE,SI,SI,269.0,0.0,muy_alto,muy bajo,243-270,0.264,91.06,0.3386,0.3435,0.4429,0.3713,0.457,0.557,0.529,0.4143,0.5713,0.4285,0.529,0.3857,0.5,0.557,0.2715,0.4143,0.3,0.3857,1,1-10,2800-3500,650-900,0,1,1,4.26,4.535,4.26,0,0,0
1,0,0.0,1.0,59.237286,9.85,0.0,1.0,0.0,314.0,,,,NO,R5. NO FIEL,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,DECOHOGAR,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0-1,<50,-50-0,1,0,0,0.6934,4.098,0.0,1,1,1
2,0,0.0,1.0,1734.8729,227.0,0.3333,0.0,0.6665,32.0,F,65.0,BRONZE,NO,R2. PREMIUM,3,0.0,1.3330000000000002,0.0,0.0,1.0,0.0,0.3333,0.0,1.0,0.0,0.6665,0.0,0.3333,0.0,0.0,0.0,0.0,1.0,2.0,3.0,JOCKEY PLAZA,75.75,DECOHOGAR,SI,SI,64.0,0.0,muy_alto,no_dev,54-81,0.04688,578.5,9.04,9.04,0.3333,0.3333,1.0,1.0,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333,1.0,1,0-1,1500-1700,150-200,0,0,1,1.3869999999999998,6.363,1.3869999999999998,0,0,0
1,0,0.0,1.0,33.813559999999995,12.51,0.0,1.0,0.0,205.0,F,45.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,PIURA I,0.0,CALZADO,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,33.8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,None,-50-0,0,0,1,0.6934,3.55,0.6934,1,0,0
1,0,0.0,1.0,1100.8474,33.06,0.0,0.0,1.0,51.0,M,71.0,PABLOMART,NO,R2. PREMIUM,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MIRAFLORES,0.0,ELECTROHOGAR,NO,NO,0.0,1.0,muy_alto,no_dev,<27,0.0,1101.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,650-900,-50-0,0,0,1,0.6934,7.004,0.6934,1,0,0
31,0,0.04,0.96,3852.4153,119.5,0.9,0.0,0.0,11.42,F,56.0,SILVER,SI,R1. ELITE,10,1.58,0.28,0.46,0.84,0.36,0.64,0.26,0.62,0.38,0.06,0.02,0.16,0.24,0.06,0.2,0.06,0.08,0.86,1.96,0.0,SIN TDA,77.2,MUJER,SI,SI,354.0,0.0,muy_alto,no_dev,351+,0.1412,77.06,0.2177,0.2177,0.66,0.58,0.48,0.38,0.68,0.54,0.62,0.48,0.38,0.4,0.54,0.52,0.38,0.52,0.52,0.52,1,1-10,2800-3500,50-100,1,0,1,3.932,4.355,3.807,0,0,0
2,0,0.0,1.0,244.78813,92.2,0.0,0.5,0.5,39.5,F,46.0,PABLOMART,SI,R3. HABITUAL,2,2.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,SIN TDA,12.35,DEPORTES,SI,SI,79.0,0.0,up_int,no_dev,54-81,0.02531,122.4,1.5490000000000002,1.5490000000000002,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1,0-1,150-200,0-50,1,0,1,1.099,4.816,1.099,0,0,0
1,0,0.0,1.0,126.61017,44.25,0.0,1.0,0.0,49.0,,,PABLOMART,NO,R3. HABITUAL,1,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,MIRAFLORES,0.0,MUJER,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,126.6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0-1,50-100,-50-0,0,0,0,0.6934,4.848,0.6934,1,1,1
1,0,0.0,1.0,2116.9492,-281.2,0.0,0.0,1.0,250.0,F,55.0,PABLOMART,NO,R3. HABITUAL,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,PLAZA LIMA NORTE,0.0,ELECTROHOGAR,NO,NO,0.0,0.0,muy_alto,no_dev,<27,0.0,2116.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,1700-2100,-1000--400,0,0,1,0.6934,7.66,0.6934,1,0,0
5,0,0.0,1.0,3542.5,846.5,0.0,0.0,1.0,46.4,M,48.0,GOLD,NO,R1. ELITE,5,5.57,0.5713,0.2856,5.285,0.2856,0.7144,0.0,0.5713,0.4285,0.1428,0.1428,0.0,0.4285,0.1428,0.1428,0.0,0.0,0.2856,6.145,6.0,PIURA II,550.5,INFANTIL,SI,SI,232.0,0.0,muy_alto,no_dev,216-243,0.03017,506.0,2.182,2.182,0.7144,0.7144,0.7144,0.7144,0.5713,0.5713,0.7144,0.7144,0.7144,0.7144,0.7144,0.5713,0.857,0.857,0.7144,0.857,0,0,2800-3500,550-650,0,0,1,2.08,6.23,2.08,0,0,0
6,0,0.0,1.0,430.42374,182.2,0.5,0.0,0.3333,43.16,F,68.0,PABLOMART,SI,R3. HABITUAL,3,1.3330000000000002,0.0,0.1666,1.167,0.5,0.5,0.1666,0.6665,0.3333,0.1666,0.1666,0.1666,0.1666,0.0,0.0,0.1666,0.1666,1.0,1.3330000000000002,0.0,SIN TDA,22.52,MUJER,SI,NO,259.0,0.0,alto,no_dev,243-270,0.02316,71.75,0.277,0.277,0.5,0.5,0.6665,0.6665,0.5,0.6665,0.5,0.5,0.5,0.6665,0.5,0.5,0.5,0.5,0.5,0.3333,1,0-1,250-350,100-150,1,0,1,1.946,4.285,1.946,1,0,0
2,0,0.0,1.0,549.9153,171.4,0.0,0.0,1.0,3.5,F,58.0,,NO,R3. HABITUAL,2,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,224.2,DECOHOGAR,SI,NO,7.0,1.0,alto,no_dev,<27,0.2856,275.0,39.28,39.28,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0,0,350-450,100-150,1,0,1,1.099,5.62,1.099,1,0,0
7,0,0.125,0.875,1343.5508,457.5,0.5,0.375,0.125,41.72,F,56.0,PABLOMART,SI,R2. PREMIUM,7,1.5,0.25,0.125,1.375,0.375,0.625,0.5,0.75,0.25,0.0,0.0,0.125,0.375,0.0,0.25,0.0,0.25,0.875,1.875,0.0,SIN TDA,177.9,MUJER,SI,SI,292.0,0.0,muy_alto,no_dev,270-297,0.0274,168.0,0.575,0.575,0.75,0.875,0.5,0.375,1.0,0.75,0.75,0.5,0.375,0.625,0.875,0.5,0.375,0.625,0.5,0.625,1,0-1,900-1300,350-450,1,0,1,2.197,5.13,2.197,0,0,0
5,0,0.0,1.0,691.2712,56.06,0.0,0.0,1.0,48.6,F,67.0,PABLOMART,NO,R3. HABITUAL,6,1.625,0.0,0.5,0.875,0.25,0.75,0.25,0.5,0.5,0.125,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,1.625,5.0,SAN MIGUEL,53.88,CALZADO,SI,NO,243.0,0.0,alto,no_dev,243-270,0.03293,86.44,0.3557,0.3557,0.625,0.375,0.375,0.125,0.5,0.375,0.5,0.25,0.0,0.125,0.25,0.25,0.125,0.375,0.375,0.25,1,0-1,550-650,0-50,0,0,1,2.197,4.47,1.7919999999999998,1,0,0
1,0,0.0,1.0,25.381355,9.84,0.0,1.0,0.0,77.0,F,87.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,HOMBRE,NO,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,25.38,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0-1,None,-50-0,1,0,1,0.6934,3.273,0.6934,1,0,0
9,3,0.0,1.3,2824.6694,268.8,0.7,0.2,0.0,37.44,F,53.0,BRONZE,SI,R1. ELITE,6,2.1,0.3,0.6,1.4,0.3,1.0,0.5,0.4,0.9,0.0,0.3,0.0,0.2,0.1,0.0,0.1,0.2,0.9,2.1,0.0,SIN TDA,286.5,MUJER,SI,SI,337.0,0.0,muy_alto,muy bajo,324-351,0.03857,217.2,0.6445,0.8384,0.2,0.4,0.5,0.6,0.4,0.4,0.5,0.6,0.7,0.7,0.7,0.4,0.6,0.5,0.3,0.6,1,0-1,2100-2800,200-250,1,1,1,2.398,5.65,2.303,0,0,0
1,0,0.0,1.0,50.677967,33.9,0.0,1.0,0.0,58.0,F,67.0,SILVER,NO,R4. OCASIONAL,2,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,SIN TDA,0.0,BELLEZA,SI,SI,0.0,0.0,bajo,no_dev,<27,0.0,50.7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,<50,-50-0,1,0,1,0.6934,3.945,0.6934,0,0,0
2,0,0.0,1.0,1692.1864,534.5,0.0,0.0,1.0,2.5,F,56.0,PABLOMART,NO,R2. PREMIUM,5,1.571,2.857,0.2856,1.429,0.0,1.0,0.4285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.43,7.0,SANTA ANITA,115.94,DECOHOGAR,NO,NO,5.0,1.0,muy_alto,no_dev,<27,1.4,241.8,48.34,48.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0-1,1300-1500,350-450,0,0,1,2.08,5.492000000000001,2.08,1,0,0
2,0,0.0,1.0,30.254236,14.12,0.0,1.0,0.0,77.0,M,59.0,PABLOMART,NO,R4. OCASIONAL,2,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.5,1.0,AREQUIPA,4.195,HOMBRE,NO,NO,154.0,1.0,muy bajo,no_dev,135-162,0.012985,15.125,0.0982,0.0982,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,None,-50-0,0,0,1,1.099,2.781,1.099,1,0,0
10,0,0.0,1.0,3065.4236,1135.0,0.6,0.15,0.05,34.9,F,42.0,PABLOMART,SI,R1. ELITE,9,3.9,0.05,2.55,1.2,0.65,0.35,0.3,0.7,0.3,0.0,0.2,0.0,0.45,0.1,0.05,0.0,0.2,0.6,4.05,11.0,SAN BORJA,75.94,INFANTIL,SI,NO,349.0,0.0,muy_alto,no_dev,324-351,0.0573,153.2,0.4392,0.4392,0.5,0.7,0.65,0.65,0.7,0.65,0.7,0.75,0.75,0.85,0.9,0.55,0.75,0.7,0.55,0.8,1,0-1,2100-2800,650-900,0,0,1,3.045,5.04,3.045,0,0,0
1,0,0.0,1.0,160.76271,77.56,0.0,0.0,1.0,297.0,M,61.0,PABLOMART,NO,R4. OCASIONAL,1,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,CHORRILLOS,0.0,CALZADO,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,160.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,100-150,0-50,0,0,1,0.6934,5.086,0.6934,1,0,0
1,0,0.0,1.0,29.618645,14.63,0.0,1.0,0.0,256.0,M,46.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LOS OLIVOS,0.0,INFANTIL,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,29.62,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,None,-50-0,0,0,1,0.6934,3.422,0.6934,1,0,0
3,0,0.0,1.0,294.8305,143.6,0.0,1.0,0.0,40.34,M,42.0,PABLOMART,NO,R4. OCASIONAL,2,1.3330000000000002,0.0,0.0,1.3330000000000002,0.0,1.0,0.3333,0.6665,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.0,0.6665,1.3330000000000002,3.0,SANTA ANITA,23.97,HOMBRE,NO,NO,121.0,0.0,up_int,no_dev,108-135,0.0248,98.25,0.812,0.812,0.6665,0.6665,0.6665,0.6665,0.6665,0.3333,1.0,0.6665,0.6665,0.6665,1.0,0.3333,0.6665,1.0,0.3333,1.0,1,0-1,200-250,50-100,0,0,1,1.3869999999999998,4.598,1.3869999999999998,1,0,0
5,0,0.0,1.0,640.1695,129.8,0.0,0.2,0.8,43.8,F,32.0,,NO,R3. HABITUAL,3,1.6,0.0,0.8,0.6,0.6,0.4,0.2,0.4,0.6,0.2,0.0,0.0,0.2,0.2,0.4,0.0,0.0,1.0,1.6,0.0,SIN TDA,38.16,MUJER,NO,NO,219.0,0.0,alto,no_dev,216-243,0.02283,128.0,0.5845,0.5845,0.8,0.8,0.4,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.8,0.6,0.8,1,0-1,450-550,50-100,1,0,1,1.7919999999999998,4.86,1.7919999999999998,1,0,0
5,0,0.0,1.0,271.47458,103.44,0.1666,0.6665,0.1666,31.4,F,50.0,PABLOMART,SI,R3. HABITUAL,2,1.6669999999999998,0.6665,0.0,1.6669999999999998,0.3333,0.6665,0.3333,0.5,0.5,0.0,0.0,0.6665,0.0,0.0,0.0,0.3333,0.0,0.5,2.334,0.0,SIN TDA,36.47,MUJER,SI,SI,157.0,0.0,up_int,no_dev,135-162,0.0382,45.25,0.28800000000000003,0.28800000000000003,0.6665,0.0,0.6665,0.3333,0.6665,0.6665,0.6665,0.6665,0.3333,0.0,0.0,1.0,0.0,0.0,0.6665,0.0,1,0-1,200-250,50-100,1,0,1,1.946,3.834,1.946,0,0,0
